,Date&nbsp;,League,Map,Opponent,Result,
+,11-06-18,NA ZOTAC Cup #6,Unknown,Gatored,Loss,
+,11-06-18,NA ZOTAC Cup #6,Unknown,Gatored,Win,
+,11-06-18,NA ZOTAC Cup #6,Unknown,Gatored,Loss,
+,11-06-11,NASL S1,Crevasse,BRAT_OK,Loss,
+,11-06-11,NASL S1,Metalopolis 1.1,BRAT_OK,Loss,
+,11-06-04,MLG Columbus 2011,Unknown,Mystik,Loss,
+,11-06-04,MLG Columbus 2011,Shakuras Plateau..,Mystik,Loss,
+,11-06-04,MLG Columbus 2011,Metalopolis 1.1,Mystik,Win,
+,11-06-04,MLG Columbus 2011,Xel&#039;Naga Ca..,nozick,Win,
+,11-06-04,MLG Columbus 2011,Shakuras Plateau..,nozick,Win,
+,11-06-04,MLG Columbus 2011,The Shattered Te..,nozick,Loss,
+,11-06-04,NASL S1,Xel&#039;Naga Ca..,HasuObs,Loss,
+,11-06-04,NASL S1,Typhon Peaks,HasuObs,Win,
+,11-06-04,NASL S1,Crevasse,HasuObs,Loss,
+,11-06-03,MLG Columbus 2011,The Shattered Te..,Ver,Loss,
+,11-06-03,MLG Columbus 2011,Xel&#039;Naga Ca..,Ver,Win,
+,11-06-03,MLG Columbus 2011,Tal&#039;Darim A..,Ver,Loss,
+,11-05-28,NASL S1,Xel&#039;Naga Ca..,GoOdy,Win,
+,11-05-28,NASL S1,Typhon Peaks,GoOdy,Win,
+,11-05-22,NA Champions Troph..,Metalopolis 1.1,SungpA,Loss,
+,11-05-22,NA Champions Troph..,Xel&#039;Naga Ca..,SungpA,Win,
+,11-05-22,NA Champions Troph..,Shakuras Plateau..,SungpA,Loss,
+,11-05-21,NASL S1,The Shattered Te..,CatZ,Win,
+,11-05-21,NASL S1,Xel&#039;Naga Ca..,CatZ,Win,
+,11-05-14,NASL S1,Crossfire SE,MC,Loss,
+,11-05-14,NASL S1,Terminus RE,MC,Loss,
+,11-05-14,NASL S1,The Shattered Te..,MC,Win,
+,11-05-13,IPL S2 Qualifiers,Crossfire SE,NightEnD,Win,
+,11-05-13,IPL S2 Qualifiers,Tal&#039;Darim A..,NightEnD,Win,
+,11-05-13,IPL S2 Qualifiers,Shakuras Plateau..,NightEnD,Win,
+,11-05-13,IPL S2 Qualifiers,Tal&#039;Darim A..,NightEnD,Loss,
+,11-05-13,IPL S2 Qualifiers,Xel&#039;Naga Ca..,NightEnD,Loss,
+,11-05-07,NASL S1,Backwater Gulch,Ret,Loss,
+,11-05-07,NASL S1,Crossfire SE,Ret,Win,
+,11-05-07,NASL S1,Terminus RE,Ret,Loss,
+,11-05-06,SAGAcity Invitatio..,Crossfire SE,Jinro,Loss,
+,11-05-06,SAGAcity Invitatio..,Xel&#039;Naga Fo..,Jinro,Win,
+,11-05-06,SAGAcity Invitatio..,Xel&#039;Naga Ca..,Jinro,Loss,
+,11-04-30,NASL S1,Backwater Gulch,SeleCT,Loss,
+,11-04-30,NASL S1,Crossfire SE,SeleCT,Loss,
+,11-04-28,IPL Season 1,Metalopolis 1.1,ViBE,Loss,
+,11-04-28,IPL Season 1,Shakuras Plateau..,ViBE,Loss,
+,11-04-28,IPL Season 1,Xel&#039;Naga Ca..,ViBE,Win,
+,11-04-24,IPL Season 1,Shakuras Plateau..,Spades,Win,
+,11-04-24,IPL Season 1,Xel&#039;Naga Ca..,Spades,Win,
+,11-04-23,FXO Invitational #3,Unknown,Fenix,Loss,
+,11-04-23,FXO Invitational #3,Unknown,Fenix,Loss,
+,11-04-23,FXO Invitational #3,Unknown,ClouD,Loss,
+,11-04-23,FXO Invitational #3,Unknown,ClouD,Win,
+,11-04-23,FXO Invitational #3,Unknown,ClouD,Loss,
+,11-04-23,FXO Invitational #3,Unknown,Kyhol,Win,
